Serial number,Phone number,Location,Occupation,Qualified,Age,Type,Clients Attended,Minimum wage,Aadhar Card,Gender,Doorstep Service,Morning Available,Afternoon Available,Evening Available,References
712,7748034239,Wagholi,Janitor,Yes,32,Part time,8,1000,0939-7079-3031,Male,,No,Yes,Yes,
713,9210741818,Wagholi,Tailor,Yes,31,Part time,1,2500,2150-6294-8785,Male,Yes,Yes,Yes,No,
714,8790875672,Ghorpadi,Receptionist,No,27,Full time,12,7000,6870-8094-5359,Female,,Yes,Yes,No,
715,9463333941,Pashan,Maid,No,24,Part time,7,6000,2852-4815-9832,Female,Yes,Yes,No,Yes,
716,7717463294,Dhole Patil Road,Maid,No,25,Part time,1,4500,7478-1583-7946,Female,Yes,Yes,No,Yes,
717,8892899809,Ganeshkhind,Carpenter,Yes,35,Full time,2,1500,0230-8724-9502,Male,,Yes,Yes,Yes,
718,9277559579,Sahakarnagar,Cashier,No,35,Part time,1,2000,4894-8680-3337,Male,,No,Yes,Yes,
719,7217170562,Khadki,Tailor,Yes,25,Part time,1,3500,9599-9794-0705,Female,No,No,Yes,Yes,
720,7245857134,Erandwane,Waitress,No,18,Part time,12,1500,4698-3628-4304,Female,,No,Yes,Yes,
721,8978527692,Bibewadi,Cashier,Yes,21,Full time,13,4500,7608-2749-4423,Male,,Yes,Yes,Yes,
722,9747451957,Salisbury Park,Painter,Yes,20,Part time,5,2000,8094-0582-8863,Male,,Yes,Yes,No,
723,9420434447,Hinjewadi,Cashier,Yes,20,Part time,7,1500,3662-5529-8812,Male,,Yes,Yes,No,
724,9432492457,Gultekdi,Driver,No,35,Part time,12,6500,3595-7625-4118,Male,,Yes,Yes,No,
725,7556215170,Nigdi,Cook,No,26,Full time,11,5000,6956-1813-3732,Female,Yes,Yes,Yes,Yes,
726,9469363868,Saswad,Salesperson,No,20,Part time,5,1500,1907-4637-1563,Male,,Yes,Yes,No,
727,7646347946,Salisbury Park,Driver,No,20,Part time,8,6000,3394-4382-0912,Male,,Yes,Yes,No,
728,8151362079,Hadapsar,Worker,Yes,22,Full time,7,2500,7954-4176-7437,Male,,Yes,Yes,Yes,
729,7780956226,Kharadi,Cook,Yes,25,Full time,4,3500,1603-8531-8869,Male,Yes,Yes,Yes,Yes,
730,9132235596,Deccan,Cashier,Yes,21,Full time,4,4500,1118-9370-2956,Male,,Yes,Yes,Yes,
731,7095466130,Fursungi,Janitor,No,32,Part time,5,6000,3806-8842-8580,Male,,No,Yes,Yes,
732,7542622074,Deccan,Salesperson,Yes,22,Part time,14,2000,2503-6765-6280,Female,,Yes,Yes,No,
733,7136797576,Dhole Patil Road,Waitress,No,24,Part time,7,2500,8513-3402-9408,Female,,Yes,Yes,No,
734,7117188838,Pimplesaudagar,Cook,No,39,Part time,6,2500,4166-6922-6808,Male,Yes,No,Yes,Yes,
735,7517482828,Khadki,Worker,No,26,Part time,1,3000,2910-4161-8676,Male,,Yes,Yes,No,
736,7003064326,Chinchwad,Brick mason,No,25,Full time,7,7000,1183-4169-0546,Male,,Yes,Yes,Yes,
737,7640133204,Kharadi,Worker,No,33,Full time,6,1500,5448-2944-8414,Male,,Yes,Yes,Yes,
738,7108462765,Mundhwa,Maid,Yes,30,Full time,3,6000,8311-6947-1612,Female,Yes,Yes,No,Yes,
739,7613600828,Hadapsar,Accountant,Yes,21,Full time,12,1000,9740-1984-8165,Male,,Yes,Yes,Yes,
740,7350540306,Salisbury Park,Receptionist,Yes,28,Part time,7,3500,7366-1106-7698,Female,,Yes,Yes,No,
741,9646111071,Vishrantwadi,Accountant,Yes,34,Full time,15,4500,3574-5377-2516,Female,,Yes,Yes,No,
742,8640472453,Khadakwasla,Delivery Boy,No,27,Full time,10,4000,2303-1600-9806,Male,,Yes,Yes,Yes,
743,9238368628,Fursungi,Cashier,No,20,Part time,8,6000,0902-4848-7794,Female,,Yes,Yes,No,
744,8629077103,Kharadi,Cashier,Yes,26,Full time,11,6500,6732-4452-6916,Male,,Yes,Yes,Yes,
745,8314528616,Fatimanagar,Janitor,Yes,33,Full time,14,5000,8796-8148-4421,Male,,Yes,Yes,Yes,
746,9597368540,Katraj,Maid,Yes,35,Part time,7,5500,9435-4870-9443,Female,Yes,Yes,No,Yes,
747,9984317797,Wagholi,Plumber,Yes,23,Part time,1,2500,0708-4664-7305,Male,,No,Yes,Yes,
748,7921649542,Fursungi,Tailor,Yes,18,Part time,15,4000,8539-7473-1443,Female,No,Yes,Yes,No,
749,7439683622,Pimplesaudagar,Tailor,Yes,30,Part time,14,6500,9769-8947-5471,Female,Yes,Yes,Yes,No,
750,8370649344,Ambegaon,Painter,Yes,32,Part time,14,4000,8804-4240-5764,Male,,No,Yes,Yes,
751,9649867270,Saswad,Plumber,Yes,21,Full time,13,2000,3497-3002-8768,Male,,Yes,Yes,Yes,
752,9696290057,Fatimanagar,Janitor,Yes,30,Part time,8,4500,0577-0228-6448,Male,,Yes,No,No,
753,7424387261,Balewadi,Maid,No,28,Part time,10,6500,2228-3086-2052,Female,Yes,Yes,No,Yes,
754,7661309348,Hadapsar,Salesperson,Yes,33,Part time,7,5000,1423-6802-9764,Female,,Yes,Yes,No,
755,9009274048,Ganeshkhind,Receptionist,No,31,Part time,11,2000,2182-5621-5841,Female,,Yes,Yes,No,
756,7860469387,Kondhwa,Waitress,No,27,Part time,12,3500,0281-1134-2776,Female,,Yes,Yes,No,
757,7339361178,Hinjewadi,Cook,No,31,Part time,8,1500,7011-6372-6136,Female,Yes,Yes,No,Yes,
758,9176870443,Saswad,Delivery Boy,Yes,27,Part time,1,5500,1822-7321-2011,Male,,Yes,Yes,No,
759,7967571346,Nigdi,Tailor,No,29,Full time,12,4000,2860-1297-8600,Female,Yes,Yes,Yes,No,
760,9564216735,Wagholi,Delivery Boy,Yes,23,Part time,9,5500,0814-5425-5459,Male,,Yes,Yes,No,
761,7282294620,Parvati,Accountant,No,25,Full time,14,4000,8946-1067-4283,Female,,Yes,Yes,No,
762,7536131512,Bibewadi,Mechanic,No,32,Part time,13,4500,3004-8553-6491,Male,,No,Yes,Yes,
763,7536039825,Dhayari,Cook,Yes,33,Full time,14,1000,7014-4089-0044,Female,Yes,Yes,No,No,
764,9951039291,Dhole Patil Road,Cashier,No,27,Full time,2,1000,3069-9567-7447,Female,,Yes,Yes,No,
765,8613390182,Wanowrie,Mehndi Artist,Yes,21,Full time,4,7000,6094-6735-0568,Female,Yes,Yes,Yes,No,
766,7818008535,Koregaon Park,Cook,Yes,24,Part time,12,1000,9074-8111-9040,Female,Yes,Yes,Yes,Yes,
767,9441682641,Wagholi,Mehndi Artist,No,34,Part time,14,5000,7233-8047-0375,Female,No,Yes,Yes,No,
768,9372044466,Chinchwad,Brick mason,Yes,27,Full time,2,1000,4696-3029-7430,Male,,Yes,Yes,Yes,
769,8198876076,Hinjewadi,Receptionist,Yes,36,Full time,14,1000,8371-5618-6486,Male,,Yes,Yes,Yes,
770,7275526721,Nigdi,Carpenter,No,35,Full time,5,5500,8041-0785-5865,Male,,Yes,Yes,Yes,
771,7239258174,Katraj,Accountant,Yes,34,Full time,12,2000,9022-4244-3564,Female,,Yes,Yes,Yes,
772,8002360612,Salisbury Park,Janitor,Yes,39,Full time,4,7000,1330-9387-1692,Male,,Yes,Yes,Yes,
773,9015485274,Hadapsar,Mechanic,No,35,Part time,8,3000,1342-9217-7841,Male,,Yes,Yes,No,
774,8005775358,Vishrantwadi,Cook,No,22,Part time,2,5500,8797-2558-1966,Female,Yes,No,No,Yes,
775,9576506410,Parvati,Receptionist,No,26,Part time,4,5000,7932-6369-8144,Male,,Yes,Yes,No,
776,9711886064,Sahakarnagar,Receptionist,Yes,23,Part time,5,6000,2615-5426-7694,Male,,Yes,Yes,No,
777,7729311966,Sahakarnagar,Salesperson,No,31,Part time,12,3000,2784-7195-2639,Male,,Yes,Yes,No,
778,9182920677,Saswad,Plumber,Yes,40,Full time,13,3000,1607-6329-9995,Male,,Yes,Yes,Yes,
779,8660647946,Pashan,Mehndi Artist,No,26,Full time,15,7000,5932-9683-2630,Female,No,Yes,Yes,Yes,
780,8182704675,Mundhwa,Maid,Yes,26,Full time,12,5000,6955-6531-7814,Female,Yes,Yes,No,Yes,
781,7141543212,Nigdi,Painter,No,36,Full time,1,7000,8034-3733-3833,Male,,Yes,Yes,Yes,
782,7737837340,Singhgad Road,Salesperson,No,19,Part time,9,3500,0133-9239-7855,Female,,Yes,Yes,No,
783,9820104099,Pimplesaudagar,Security Guard,Yes,36,Full time,9,1500,5128-7883-6719,Male,,Yes,Yes,Yes,
784,8724718710,Khadakwasla,Cook,No,19,Full time,12,7000,6717-5883-7976,Male,Yes,Yes,Yes,Yes,
785,9802562533,Dhayari,Receptionist,Yes,29,Part time,4,2500,8755-3933-5429,Male,,Yes,Yes,No,
786,8126458587,Deccan,Painter,Yes,34,Full time,9,4500,5829-7753-9706,Male,,Yes,Yes,Yes,
787,7180551457,Salisbury Park,Cashier,Yes,25,Part time,4,1000,2703-5835-8392,Female,,Yes,Yes,No,
788,9933840464,Wanowrie,Salesperson,Yes,37,Full time,9,2500,6759-9619-3121,Male,,Yes,Yes,Yes,
789,7790389760,Mundhwa,Tailor,No,20,Part time,14,6500,8625-2128-3925,Female,No,Yes,Yes,No,
790,8768512902,Ambegaon,Cook,No,37,Full time,6,2000,5002-5935-7271,Male,No,Yes,Yes,Yes,
791,9061091491,Katraj,Cashier,Yes,28,Part time,8,3000,9414-1170-9962,Female,,Yes,Yes,No,
792,9829610006,Saswad,Receptionist,Yes,32,Part time,9,2000,1106-4676-8539,Female,,Yes,Yes,No,
793,8199638505,Dhole Patil Road,Receptionist,Yes,36,Part time,1,6000,5067-0674-3027,Male,,Yes,Yes,No,
794,8871311667,Sahakarnagar,Receptionist,No,21,Part time,5,7000,5412-3064-9247,Male,,Yes,Yes,No,
795,9698685043,Wanowrie,Receptionist,No,34,Part time,5,3000,6745-7725-7574,Female,,Yes,Yes,No,
796,7163243700,Singhgad Road,Mehndi Artist,Yes,20,Part time,10,5500,7647-8554-6487,Female,No,Yes,Yes,No,
797,7468909918,Aundh,Worker,Yes,25,Part time,1,5000,9164-7383-8807,Male,,Yes,Yes,No,
798,8788842141,Fatimanagar,Janitor,Yes,23,Full time,8,5000,2886-2279-0756,Male,,Yes,Yes,Yes,
799,9389199293,Gultekdi,Mehndi Artist,No,33,Part time,15,6000,0127-5551-0286,Female,No,Yes,Yes,No,
800,9655261778,Gultekdi,Tailor,Yes,32,Full time,6,5000,5100-5469-8254,Female,Yes,Yes,Yes,No,
801,7089854216,Koregaon Park,Plumber,Yes,21,Full time,9,2500,8039-5015-0908,Male,,Yes,Yes,Yes,
802,9080754442,Gultekdi,Mehndi Artist,No,26,Full time,3,2000,7491-9224-4594,Female,Yes,Yes,Yes,Yes,
803,7684342954,Khadakwasla,Accountant,No,39,Part time,9,2000,3757-0790-6806,Male,,No,No,Yes,
804,9980853078,Dattawadi,Electrician,No,36,Full time,2,6000,8108-4963-9114,Male,,Yes,Yes,Yes,
805,7787484524,Hadapsar,Accountant,No,27,Part time,8,5000,6707-8634-5793,Male,,Yes,Yes,No,
806,8117079087,Baner,Tailor,Yes,21,Part time,8,7000,3796-9277-4696,Female,No,Yes,Yes,No,
807,9134459894,Koregaon Park,Worker,Yes,39,Part time,11,1000,3286-5119-3533,Male,,No,Yes,Yes,
808,9978577944,Balewadi,Brick mason,No,38,Part time,1,3000,6434-2650-7657,Male,,No,Yes,Yes,
809,9197635708,Fatimanagar,Maid,No,30,Full time,8,2000,2048-4544-4246,Female,Yes,Yes,No,Yes,
810,9416095060,Ambegaon,Mechanic,No,26,Part time,8,4500,9685-2148-5597,Male,,Yes,Yes,No,
811,8566021491,Pashan,Waiter,Yes,36,Full time,2,6500,8364-8088-1815,Male,,Yes,Yes,Yes,
812,7302406976,Ganeshkhind,Worker,Yes,22,Part time,3,3500,2153-3409-6703,Male,,Yes,Yes,No,
813,8904785196,Wagholi,Cashier,Yes,23,Full time,1,2000,9947-4970-6668,Female,,Yes,Yes,No,
814,8885808919,Ambegaon,Waiter,No,19,Full time,12,6000,6176-2935-0153,Male,,Yes,Yes,Yes,
815,7085282434,Salisbury Park,Security Guard,No,29,Part time,6,2500,7318-6118-1299,Male,,Yes,Yes,No,
816,8943691502,Aundh,Cook,No,19,Full time,14,1500,3069-3875-7748,Female,Yes,Yes,Yes,No,
817,8566022717,Salisbury Park,Salesperson,No,20,Part time,9,2500,8173-0576-7841,Male,,Yes,Yes,No,
818,7621565101,Ganeshkhind,Mehndi Artist,No,28,Full time,13,1500,5709-0242-1561,Female,Yes,Yes,Yes,Yes,
819,8132965154,Mundhwa,Plumber,No,33,Part time,11,6500,1638-8607-2627,Male,,Yes,Yes,No,
820,9232888825,Ganeshkhind,Cook,Yes,20,Full time,12,7000,0120-2274-9826,Female,Yes,Yes,No,No,
821,7063250274,Fatimanagar,Accountant,Yes,22,Full time,5,2000,9634-9955-6399,Female,,Yes,Yes,Yes,
822,9646558124,Dhankawadi,Cook,No,29,Part time,8,2500,4593-3411-5753,Female,Yes,Yes,No,Yes,
823,9712019695,Pashan,Salesperson,No,22,Full time,3,7000,0969-4475-1991,Male,,Yes,Yes,Yes,
824,9659778061,Hinjewadi,Worker,No,35,Full time,15,4000,4426-3113-9545,Male,,Yes,Yes,Yes,
825,9765104691,Fursungi,Brick mason,Yes,29,Full time,6,2500,1273-2752-5894,Male,,Yes,Yes,Yes,
826,7075888196,Bibewadi,Salesperson,Yes,33,Part time,8,1500,3155-8806-0259,Male,,Yes,Yes,No,
827,9512478663,Aundh,Janitor,No,24,Full time,3,5000,6835-4376-5181,Male,,Yes,Yes,Yes,
828,7471682890,Ambegaon,Brick mason,No,36,Part time,2,7000,7609-6442-0566,Male,,Yes,Yes,No,
829,7471446995,Camp,Accountant,No,20,Part time,4,6500,5821-9980-4633,Male,,Yes,No,No,
830,9344509014,Camp,Maid,No,30,Part time,14,7000,7110-8322-9408,Female,Yes,Yes,No,Yes,
831,8449124633,Ambegaon,Waiter,Yes,22,Full time,5,1500,6833-2839-5813,Male,,Yes,Yes,Yes,
832,7343299944,Kothrud,Cashier,No,28,Full time,10,2000,9696-0803-4131,Female,,Yes,Yes,No,
833,9607082701,Fursungi,Cook,Yes,29,Full time,14,7000,6222-9778-8180,Female,Yes,Yes,No,Yes,
834,8772179871,Camp,Cashier,No,22,Part time,10,6500,1005-7176-0351,Female,,Yes,Yes,No,
835,8792101994,Pashan,Cashier,Yes,32,Full time,14,3000,8908-9709-9918,Female,,No,Yes,Yes,
836,8549004429,Deccan,Tailor,No,32,Part time,2,2500,1361-4206-1778,Female,Yes,Yes,Yes,No,
837,7547811552,Pimplesaudagar,Accountant,Yes,30,Full time,13,1500,0193-4281-9059,Female,,No,Yes,No,
838,8619261010,Kondhwa,Accountant,No,23,Full time,10,1000,8398-0741-2392,Male,,Yes,Yes,Yes,
839,9026257879,Katraj,Waitress,No,29,Part time,11,6000,6234-0704-3376,Female,,Yes,Yes,No,
840,9079608150,Shivajinagar,Cashier,No,31,Part time,12,6000,9561-8986-0012,Female,,Yes,Yes,No,
841,9982745250,Ganeshkhind,Painter,Yes,33,Full time,14,3000,7059-4239-7666,Male,,Yes,Yes,Yes,
842,8362489852,Shivajinagar,Salesperson,No,25,Part time,9,5500,0484-6830-7118,Female,,Yes,Yes,No,
843,7941733026,Bavdhan,Cook,Yes,26,Part time,13,1500,8196-1719-8071,Female,Yes,Yes,No,Yes,
844,7952825899,Bavdhan,Driver,Yes,37,Part time,8,7000,0673-8838-3959,Male,,Yes,Yes,No,
845,8705306143,Mundhwa,Receptionist,Yes,36,Full time,11,3500,7110-4355-8093,Male,,Yes,Yes,Yes,
846,7143904668,Parvati,Cook,Yes,23,Part time,10,2000,5295-6268-3184,Female,Yes,Yes,Yes,Yes,
847,8961030599,Dhayari,Receptionist,No,26,Part time,8,4500,3063-7200-3058,Female,,Yes,Yes,No,
848,9610847567,Ambegaon,Waiter,No,32,Full time,11,6500,6799-9617-6191,Male,,Yes,Yes,Yes,
849,9872151290,Parvati,Brick mason,No,25,Part time,11,6500,1933-9705-6958,Male,,Yes,Yes,No,
850,9088059636,Kothrud,Driver,Yes,34,Full time,3,6500,1005-3345-8962,Male,,Yes,Yes,Yes,
851,9033892191,Paud Road,Receptionist,Yes,22,Part time,1,7000,2152-7943-2610,Female,,Yes,Yes,No,
852,7838081618,Balewadi,Mechanic,Yes,31,Full time,3,1000,4633-8104-7320,Male,,Yes,Yes,Yes,
853,9026127084,Khadakwasla,Janitor,No,33,Full time,2,6000,2087-5980-8726,Male,,Yes,Yes,Yes,
854,9247551063,Deccan,Receptionist,Yes,30,Full time,4,3000,6800-1867-7736,Male,,Yes,Yes,Yes,
855,9871797755,Ganeshkhind,Salesperson,Yes,33,Part time,14,1000,3555-1941-8827,Female,,Yes,Yes,No,
856,8674570298,Deccan,Cook,No,34,Full time,8,6500,7902-9025-0813,Male,Yes,Yes,Yes,Yes,
857,9432887410,Dhole Patil Road,Accountant,Yes,25,Part time,5,3000,2069-5003-8416,Male,,Yes,Yes,No,
858,9005349389,Wagholi,Cashier,No,33,Part time,7,6000,3932-7277-7935,Female,,Yes,Yes,No,
859,7282156330,Saswad,Janitor,No,21,Part time,12,3000,2440-6956-3244,Male,,Yes,Yes,No,
860,7171394605,Kharadi,Waitress,No,27,Part time,6,3000,8288-1008-6805,Female,,Yes,Yes,No,
861,8131140869,Pimplesaudagar,Brick mason,No,19,Part time,5,4500,9026-6843-9651,Male,,Yes,Yes,No,
862,9808450457,Shivajinagar,Worker,No,35,Part time,10,1000,5318-0735-4390,Male,,No,Yes,Yes,
863,7624732375,Pimplesaudagar,Janitor,Yes,39,Part time,14,2500,5575-4463-5897,Male,,No,Yes,Yes,
864,8879415640,Balewadi,Accountant,No,27,Full time,15,5500,9204-7718-5170,Female,,Yes,Yes,No,
865,7469553882,Shivajinagar,Maid,No,24,Full time,3,1000,1050-9877-8748,Female,Yes,Yes,No,Yes,
866,7792237772,Mundhwa,Brick mason,Yes,30,Part time,3,2000,0554-4225-5345,Male,,No,Yes,Yes,
867,7958779372,Dhankawadi,Waitress,No,31,Full time,15,4000,3947-7963-7771,Female,,Yes,Yes,No,
868,8074534725,Vishrantwadi,Tailor,No,34,Full time,3,2500,2316-8071-4707,Female,Yes,Yes,Yes,No,
869,9573438530,Aundh,Cook,Yes,33,Full time,5,3000,2585-5565-1911,Male,Yes,Yes,Yes,Yes,
870,8594130300,Mundhwa,Driver,Yes,35,Part time,10,6500,0185-8883-3932,Male,,Yes,Yes,No,
871,8780728307,Baner,Cook,Yes,40,Full time,4,2000,0662-2561-4301,Male,No,Yes,Yes,Yes,
872,8595303882,Parvati,Carpenter,No,38,Part time,4,6000,5083-8528-6975,Male,,No,Yes,Yes,
873,9970682358,Mundhwa,Maid,No,27,Full time,12,4500,2822-7178-7916,Female,Yes,Yes,No,Yes,
874,9677593345,Dhankawadi,Tailor,No,24,Part time,3,2500,6276-0018-0398,Female,No,No,Yes,Yes,
875,9594347740,Mundhwa,Mechanic,No,24,Part time,3,5500,9049-8965-8362,Male,,Yes,Yes,No,
876,7811292223,Balewadi,Electrician,No,37,Part time,9,1000,9203-7232-8644,Male,,No,Yes,Yes,
877,8438469152,Dattawadi,Electrician,Yes,21,Full time,14,3000,4758-1934-6045,Male,,Yes,Yes,Yes,
878,9402769351,Kondhwa,Delivery Boy,No,21,Full time,14,4500,7249-2008-0087,Male,,Yes,Yes,Yes,
879,9267908746,Khadakwasla,Waiter,No,33,Part time,3,3500,4339-2473-1300,Male,,No,Yes,Yes,
880,8892809375,Paud Road,Mehndi Artist,No,29,Full time,4,4000,5412-7336-7523,Female,Yes,Yes,No,Yes,
881,9149480902,Deccan,Electrician,No,27,Full time,11,1000,3923-6391-2692,Male,,Yes,Yes,Yes,
882,7855772758,Fursungi,Tailor,Yes,26,Full time,7,5500,2888-8397-7055,Male,No,Yes,Yes,Yes,
883,7358284710,Aundh,Carpenter,No,40,Full time,15,1000,7621-9061-3144,Male,,Yes,Yes,Yes,
884,9298004936,Katraj,Mechanic,No,36,Part time,13,6500,2545-3837-6234,Male,,Yes,Yes,No,
885,9768259661,Pashan,Salesperson,Yes,23,Part time,10,7000,3039-0029-4725,Female,,Yes,Yes,No,
886,9311813143,Bavdhan,Electrician,No,22,Full time,12,3000,6118-0641-4379,Male,,Yes,Yes,Yes,
887,9979565214,Vitthalwadi,Waiter,No,36,Full time,7,1500,4430-8872-1565,Male,,Yes,Yes,Yes,
888,8594670302,Dhole Patil Road,Receptionist,No,23,Part time,7,1500,4144-5982-8313,Female,,Yes,Yes,No,
889,7115864457,Deccan,Janitor,No,36,Full time,8,3000,8436-6612-0927,Male,,Yes,Yes,Yes,
890,7685167547,Fursungi,Painter,Yes,22,Part time,2,6500,8386-6218-8632,Male,,Yes,Yes,No,
891,9341151918,Bavdhan,Cashier,No,28,Full time,12,6500,5769-9071-5239,Female,,Yes,Yes,No,
892,7738748432,Vitthalwadi,Cook,Yes,37,Part time,12,7000,3179-8185-1709,Male,Yes,No,Yes,Yes,
893,8750239316,Parvati,Brick mason,No,27,Part time,14,7000,5319-0135-2986,Male,,Yes,Yes,No,
894,9338769227,Gultekdi,Waitress,Yes,23,Part time,6,2000,0104-7389-9994,Female,,Yes,Yes,No,
895,8114542402,Bavdhan,Cashier,Yes,31,Part time,13,7000,1016-2441-0255,Female,,Yes,Yes,No,
896,7547122539,Chinchwad,Driver,No,38,Full time,2,3000,9926-5277-6971,Male,,Yes,Yes,Yes,
897,7910729104,Vishrantwadi,Mechanic,No,26,Part time,4,3500,4311-5219-3093,Male,,No,Yes,Yes,
898,9699505934,Dhankawadi,Salesperson,Yes,24,Part time,4,2000,5217-9884-5488,Male,,No,Yes,Yes,
899,9381855709,Singhgad Road,Mehndi Artist,Yes,33,Full time,13,6500,6540-4731-6829,Female,Yes,Yes,No,No,
900,9893499856,Saswad,Mehndi Artist,Yes,18,Part time,5,3500,3407-6077-3639,Female,No,Yes,Yes,No,
901,9417397676,Erandwane,Driver,No,18,Part time,14,4000,3578-2128-5006,Male,,Yes,No,No,
902,9358642773,Shivajinagar,Mehndi Artist,No,35,Part time,3,3000,5327-9009-0696,Female,No,Yes,Yes,No,
903,7838950792,Vitthalwadi,Receptionist,No,29,Full time,3,2500,9994-2313-2557,Female,,Yes,Yes,No,
904,9642567064,Dhayari,Tailor,No,23,Full time,8,4000,6480-7930-0373,Female,No,Yes,Yes,No,
905,9385626914,Chinchwad,Maid,No,22,Full time,7,5500,6853-0415-1696,Female,Yes,Yes,No,Yes,
906,7469707404,Fursungi,Delivery Boy,Yes,23,Full time,5,7000,5964-6003-5838,Male,,Yes,Yes,Yes,
907,9009361529,Saswad,Tailor,Yes,24,Full time,9,1000,3544-7876-6020,Female,No,Yes,Yes,No,
908,7192435335,Dhankawadi,Waitress,No,24,Full time,9,5000,1083-5782-1200,Female,,Yes,Yes,No,
909,8622685466,Singhgad Road,Electrician,Yes,28,Part time,12,2500,6307-4424-7542,Male,,Yes,Yes,No,
910,9094675218,Dhankawadi,Mechanic,No,36,Full time,6,3000,5199-5793-1973,Male,,Yes,Yes,Yes,
911,9626394648,Erandwane,Cook,No,26,Full time,6,4000,6648-1882-2288,Female,Yes,Yes,No,No,
912,9509519767,Dhayari,Waitress,No,28,Full time,13,1000,5192-4968-0711,Female,,Yes,Yes,Yes,
913,8466585883,Koregaon Park,Security Guard,No,40,Part time,15,2000,8337-6736-7565,Male,,No,Yes,Yes,
914,8160686594,Bavdhan,Security Guard,Yes,36,Part time,9,3500,4031-9960-8298,Male,,Yes,Yes,No,
915,9623732774,Aundh,Plumber,No,39,Full time,7,6500,9836-3598-1729,Male,,Yes,Yes,Yes,
916,7973025715,Katraj,Tailor,Yes,31,Part time,11,5000,7675-4152-5043,Female,Yes,Yes,Yes,No,
917,9299196711,Gultekdi,Carpenter,Yes,30,Part time,11,4500,4668-3389-6803,Male,,Yes,Yes,No,
918,8698882455,Aundh,Receptionist,No,21,Part time,6,1000,2945-4386-3402,Female,,Yes,Yes,No,
919,8430742031,Balewadi,Mehndi Artist,No,23,Full time,12,6500,0571-1745-9639,Female,No,Yes,Yes,No,
920,8211881952,Dhankawadi,Mechanic,Yes,30,Full time,3,3000,2490-5864-9192,Male,,Yes,Yes,Yes,
921,9752223883,Kondhwa,Accountant,No,33,Part time,2,3000,1744-8853-8790,Male,,No,Yes,Yes,
922,9129018262,Khadakwasla,Electrician,Yes,25,Full time,9,3000,2163-4568-8949,Male,,Yes,Yes,Yes,
923,7420724209,Erandwane,Tailor,No,33,Part time,11,4500,6668-3056-7832,Female,Yes,Yes,Yes,No,
924,9560005686,Ganeshkhind,Accountant,Yes,23,Full time,9,7000,7865-5433-8454,Female,,No,Yes,Yes,
925,8489930207,Sahakarnagar,Salesperson,No,35,Full time,8,3500,3705-8921-9157,Male,,Yes,Yes,Yes,
926,7592036099,Deccan,Painter,No,23,Full time,1,6000,1523-2915-2832,Male,,Yes,Yes,Yes,
927,7810409937,Ghorpadi,Receptionist,Yes,20,Full time,9,6500,4687-8529-5681,Female,,Yes,Yes,No,
928,9327196842,Paud Road,Painter,No,38,Full time,15,2000,3028-0043-4592,Male,,Yes,Yes,Yes,
929,9362181415,Kondhwa,Cook,No,32,Full time,5,6000,0629-7272-0757,Male,Yes,Yes,Yes,Yes,
930,9756671064,Katraj,Janitor,Yes,29,Full time,13,3500,9453-2012-6079,Male,,Yes,Yes,Yes,
931,9001649455,Swargate,Salesperson,Yes,20,Full time,8,3500,4137-3358-1182,Female,,Yes,Yes,No,
932,7536208594,Koregaon Park,Mechanic,No,19,Full time,10,3500,4939-9285-7704,Male,,Yes,Yes,Yes,
933,8435468452,Aundh,Cashier,No,27,Part time,7,1000,8230-9167-6660,Female,,Yes,Yes,No,
934,9108562794,Dhankawadi,Janitor,No,27,Full time,4,1000,2033-5934-8535,Male,,Yes,Yes,Yes,
935,8812854266,Shivajinagar,Salesperson,Yes,33,Part time,12,7000,0940-4249-2455,Female,,Yes,Yes,No,
936,8197038540,Vitthalwadi,Security Guard,No,38,Part time,5,1500,3926-0646-1809,Male,,No,Yes,Yes,
937,7964829410,Mundhwa,Mechanic,Yes,29,Part time,11,6500,8921-9443-2678,Male,,Yes,Yes,No,
938,9348441845,Fursungi,Mechanic,No,36,Full time,5,2000,1157-9637-9940,Male,,Yes,Yes,Yes,
939,9038568367,Pashan,Tailor,Yes,18,Full time,9,1500,3733-9126-3510,Female,No,Yes,Yes,No,
940,9045621114,Wagholi,Delivery Boy,Yes,24,Part time,5,2500,7421-4941-7349,Male,,No,Yes,Yes,
941,9711470758,Nigdi,Painter,Yes,27,Part time,5,1500,7439-6474-3687,Male,,Yes,Yes,No,
942,7851118698,Dhole Patil Road,Maid,No,28,Part time,5,2500,2925-8029-1328,Female,Yes,Yes,No,Yes,
943,8485137712,Khadakwasla,Cashier,Yes,24,Part time,12,7000,2411-9184-4321,Male,,Yes,Yes,No,
944,9884113185,Paud Road,Mechanic,No,38,Full time,9,5500,4282-3454-8722,Male,,Yes,Yes,Yes,
945,8493377959,Kothrud,Worker,Yes,26,Part time,8,5500,1423-8876-3406,Male,,No,Yes,Yes,
946,8811247858,Dhankawadi,Worker,Yes,27,Part time,15,6000,1125-7574-4416,Male,,No,Yes,Yes,
947,7103662549,Koregaon Park,Painter,Yes,18,Full time,7,2500,2582-4442-1968,Male,,Yes,Yes,Yes,
948,9662115555,Baner,Cashier,Yes,20,Full time,12,1500,6627-0552-9598,Female,,Yes,Yes,No,
949,7267404202,Hadapsar,Accountant,Yes,30,Part time,9,5500,6824-2384-1834,Female,,No,Yes,Yes,
